,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
874,February 13 2015,Friday,1900-01-01 19:08:00,1900-01-01 21:18:00,130,2049,Union,Yale,ECAC Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.8182907348242812
875,February 13 2015,Friday,1900-01-01 19:15:00,1900-01-01 21:36:00,141,4596,Boston University,New Hampshire,Hockey East Conference Game,6,3,Home Team,Away Team,home/away game,Boston University,Boston University,Agganis Arena,6300.0,200x90,Map,90,0.7295238095238096
876,February 13 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,2374,Merrimack,Maine,Hockey East Conference Game,3,4,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.9313456257355825
877,February 13 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:26:00,146,2308,Northeastern,Connecticut,Hockey East Conference Game,9,0,Home Team,Away Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.49464209172738965
878,February 13 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,2124,Massachusetts,UMass Lowell,Non-Conference Game,3,3,Tie,Tie,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.2536725188104622
879,February 13 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,278,Bentley,Sacred Heart,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.13131790269248939
880,February 13 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,1129,Holy Cross,RIT,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.8064285714285714
881,February 13 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,777,Mercyhurst,Niagara,Atlantic Hockey Conference Game,5,2,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.518
882,February 13 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,2118,Ferris State,Bowling Green,WCHA Conference Game,1,4,Away Team,Home Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.8620268620268621
883,February 13 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,1417,Northern Michigan,Bemidji State,WCHA Conference Game,0,1,Away Team,Home Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.3728947368421053
884,February 13 2015,Friday,1900-01-01 19:35:00,1900-01-01 21:57:00,142,4528,Boston College,Vermont,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.5743277524099442
885,February 13 2015,Friday,1900-01-01 19:35:00,1900-01-01 21:46:00,131,1172,Canisius,Army,Atlantic Hockey Conference Game,1,2,Away Team,Home Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.6511111111111111
886,February 13 2015,Friday,1900-01-01 19:40:00,1900-01-01 21:55:00,135,4562,Notre Dame,Providence,Hockey East Conference Game,2,0,Home Team,Away Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,0.9084030266825965
887,February 13 2015,Friday,1900-01-01 19:37:00,1900-01-01 22:00:00,143,1852,Lake Superior State,Alabama Huntsville,WCHA Conference Game,1,1,Tie,Tie,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.5490661132522977
888,February 13 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,6289,Minnesota Duluth,St. Cloud State,National Collegiate Hockey Conference Conference Game,4,2,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.9248529411764705
889,February 13 2015,Friday,1900-01-01 19:37:00,1900-01-01 21:57:00,140,11754,North Dakota,Denver,National Collegiate Hockey Conference Conference Game,4,2,Home Team,Away Team,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0220869565217392
890,February 13 2015,Friday,1900-01-01 19:37:00,1900-01-01 22:02:00,145,7102,Omaha,Western Michigan,National Collegiate Hockey Conference Conference Game,1,2,Away Team,Home Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.8992149911369967
891,February 13 2015,Friday,1900-01-01 20:12:00,1900-01-01 22:28:00,136,10021,Minnesota,Michigan,Big Ten Conference Game,6,2,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,1.0021
892,February 13 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,2002,Air Force,American International,Atlantic Hockey Conference Game,9,3,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.8105263157894737
893,February 13 2015,Friday,1900-01-01 19:37:00,1900-01-01 21:55:00,138,5332,Colorado College,Miami,National Collegiate Hockey Conference Conference Game,1,3,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.7261337328067548
894,February 13 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,1912,Alaska Anchorage,Michigan Tech,WCHA Conference Game,1,5,Away Team,Home Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
895,February 13 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:44:00,157,2329,Alaska,Minnesota State,WCHA Conference Game,1,1,Tie,Tie,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.5068552774755168
896,February 14 2015,Saturday,1900-01-01 15:35:00,1900-01-01 17:35:00,120,5086,Connecticut,Northeastern,Hockey East Conference Game,1,6,Away Team,Home Team,home/away game,Connecticut,,,,,,,
897,February 14 2015,Saturday,1900-01-01 16:00:00,1900-01-01 18:43:00,163,3095,Harvard,Cornell,ECAC Hockey Conference Game,3,3,Tie,Tie,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,1.1149135446685878
898,February 14 2015,Saturday,1900-01-01 16:05:00,1900-01-01 18:34:00,149,2095,Merrimack,Maine,Hockey East Conference Game,3,5,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.8218909376225971
899,February 14 2015,Saturday,1900-01-01 16:05:00,1900-01-01 18:18:00,133,4336,UMass Lowell,Massachusetts,Hockey East Conference Game,7,1,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.6674876847290641
900,February 14 2015,Saturday,1900-01-01 16:00:00,1900-01-01 18:21:00,141,4896,New Hampshire,Boston University,Hockey East Conference Game,4,3,Home Team,Away Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.7531149053991694
901,February 14 2015,Saturday,1900-01-01 16:30:00,1900-01-01 18:49:00,139,3119,Boston College,Vermont,Hockey East Conference Game,6,5,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.395611364789447
902,February 14 2015,Saturday,1900-01-01 18:03:00,1900-01-01 20:23:00,140,6444,Michigan State,Penn State,Big Ten Conference Game,3,2,Home Team,Away Team,home/away game,Michigan State,Michigan State,Munn Ice Arena,6470.0,200x85,Map,85,0.9959814528593508
903,February 14 2015,Saturday,1900-01-01 16:05:00,1900-01-01 18:15:00,130,1774,Air Force,American International,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.7182186234817813
904,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,5617,Ohio State,Wisconsin,Big Ten Conference Game,2,3,Away Team,Home Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.3209714285714286
905,February 14 2015,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3003,Dartmouth,Colgate,ECAC Hockey Conference Game,0,3,Away Team,Home Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.6673333333333333
906,February 14 2015,Saturday,1900-01-01 19:00:00,1900-01-01 21:10:00,130,1790,Princeton,St. Lawrence,ECAC Hockey Conference Game,1,1,Tie,Tie,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.8523809523809524
907,February 14 2015,Saturday,1900-01-01 19:00:00,1900-01-01 21:11:00,131,3004,Quinnipiac,Clarkson,ECAC Hockey Conference Game,4,1,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9141813755325624
908,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:28:00,141,4746,Rensselaer,Yale,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Rensselaer,Rensselaer,Houston Field House,4780.0,200x85,Map,85,0.992887029288703
909,February 14 2015,Saturday,1900-01-01 19:00:00,1900-01-01 21:10:00,130,1928,Union,Brown,ECAC Hockey Conference Game,0,1,Away Team,Home Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.7699680511182109
910,February 14 2015,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,839,Holy Cross,RIT,Atlantic Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.5992857142857143
911,February 14 2015,Saturday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,417,Mercyhurst,Niagara,Atlantic Hockey Conference Game,4,1,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.278
912,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,2490,Ferris State,Bowling Green,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,1.0134310134310134
913,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,1845,Lake Superior State,Alabama Huntsville,WCHA Conference Game,1,3,Away Team,Home Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.5469908093685146
914,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:08:00,121,1850,Northern Michigan,Bemidji State,WCHA Conference Game,1,5,Away Team,Home Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.4868421052631579
915,February 14 2015,Saturday,1900-01-01 19:35:00,1900-01-01 21:48:00,133,966,Canisius,Army,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.5366666666666666
916,February 14 2015,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,10216,Minnesota,Michigan,Big Ten Conference Game,2,0,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,1.0216
917,February 14 2015,Saturday,1900-01-01 20:10:00,1900-01-01 22:32:00,142,5002,Notre Dame,Providence,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,0.9960175228992433
918,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,6739,Minnesota Duluth,St. Cloud State,National Collegiate Hockey Conference Conference Game,1,4,Away Team,Home Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.9910294117647059
919,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:51:00,164,11782,North Dakota,Denver,National Collegiate Hockey Conference Conference Game,3,3,Tie,Tie,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0245217391304349
920,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:33:00,146,6970,Omaha,Western Michigan,National Collegiate Hockey Conference Conference Game,3,1,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.8825018992149911
921,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,5780,Colorado College,Miami,National Collegiate Hockey Conference Conference Game,1,2,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.7871442189840665
922,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:33:00,146,1807,Alaska Anchorage,Michigan Tech,WCHA Conference Game,0,10,Away Team,Home Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
923,February 14 2015,Saturday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,2702,Alaska,Minnesota State,WCHA Conference Game,3,1,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.5880304678998912
924,February 20 2015,Friday,1900-01-01 18:40:00,1900-01-01 20:59:00,139,6148,Penn State,Minnesota,Big Ten Conference Game,1,2,Away Team,Home Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0778401122019636
925,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,6896,Ohio State,Michigan,Big Ten Conference Game,5,3,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.3940571428571429
926,February 20 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:05:00,125,1885,St. Lawrence,Harvard,ECAC Hockey Conference Game,5,1,Home Team,Away Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.6283333333333333
927,February 20 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:10:00,130,2350,Clarkson,Dartmouth,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.7833333333333333
928,February 20 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,1549,Colgate,Union,ECAC Hockey Conference Game,2,0,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.7376190476190476
929,February 20 2015,Friday,1900-01-01 19:03:00,1900-01-01 21:26:00,143,4267,Cornell,Rensselaer,ECAC Hockey Conference Game,2,2,Tie,Tie,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.9923255813953489
930,February 20 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:00:00,120,1714,Princeton,Brown,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.8161904761904762
931,February 20 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,3696,Quinnipiac,Yale,ECAC Hockey Conference Game,2,2,Tie,Tie,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,1.1247717589774802
932,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:34:00,149,2445,Providence,Massachusetts,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,0.806930693069307
933,February 20 2015,Friday,1900-01-01 19:00:00,1900-01-01 21:34:00,154,3353,Western Michigan,North Dakota,National Collegiate Hockey Conference Conference Game,1,3,Away Team,Home Team,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,0.9143714207799291
934,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,1937,Army,Bentley,Atlantic Hockey Conference Game,1,1,Tie,Tie,home/away game,Army,,,,,,,
935,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,1158,Mercyhurst,Canisius,Atlantic Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.772
936,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,965,Niagara,Air Force,Atlantic Hockey Conference Game,6,1,Home Team,Away Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.4595238095238095
937,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,2920,RIT,Robert Morris,Atlantic Hockey Conference Game,3,4,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.6790697674418604
938,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,262,Sacred Heart,Holy Cross,Atlantic Hockey Conference Game,0,1,Away Team,Home Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.030733137829912025
939,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:03:00,118,6887,Connecticut,New Hampshire,Hockey East Conference Game,1,4,Away Team,Home Team,home/away game,Connecticut,,,,,,,
940,February 20 2015,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3867,Vermont,Merrimack,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.966025480889333
941,February 20 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,2323,Bowling Green,Northern Michigan,WCHA Conference Game,2,3,Away Team,Home Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.4646
942,February 20 2015,Friday,1900-01-01 19:35:00,1900-01-01 21:55:00,140,5376,Boston University,Notre Dame,Hockey East Conference Game,2,2,Tie,Tie,home/away game,Boston University,Boston University,Agganis Arena,6300.0,200x90,Map,90,0.8533333333333334
943,February 20 2015,Friday,1900-01-01 19:37:00,1900-01-01 21:54:00,137,3866,Maine,Northeastern,Hockey East Conference Game,4,6,Away Team,Home Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.6853394788158128
944,February 20 2015,Friday,1900-01-01 19:30:00,1900-01-01 22:03:00,153,6615,Boston College,UMass Lowell,Hockey East Conference Game,2,2,Tie,Tie,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.839041095890411
945,February 20 2015,Friday,1900-01-01 19:45:00,1900-01-01 21:52:00,127,3192,Miami,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,1,3,Away Team,Home Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.8764415156507414
946,February 20 2015,Friday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,833,Alabama Huntsville,Ferris State,WCHA Conference Game,1,2,Away Team,Home Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.12621212121212122
947,February 20 2015,Friday,1900-01-01 19:37:00,1900-01-01 22:03:00,146,4197,St. Cloud State,Omaha,National Collegiate Hockey Conference Conference Game,4,3,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.8135297538282613
948,February 20 2015,Friday,1900-01-01 19:37:00,1900-01-01 21:47:00,130,3112,Bemidji State,Alaska Anchorage,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.7116396066773382
949,February 20 2015,Friday,1900-01-01 20:12:00,1900-01-01 22:20:00,128,9122,Wisconsin,Michigan State,Big Ten Conference Game,2,1,Home Team,Away Team,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,0.5986742797138545
950,February 20 2015,Friday,1900-01-01 19:38:00,1900-01-01 22:02:00,144,7082,Colorado College,Denver,National Collegiate Hockey Conference Conference Game,4,6,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.9644559444368787
